Code,Region,Year,in_class,Country,pop,pcon
LKA,SAS,2003,LM,Sri Lanka,19303180,4176.56669232738
LSO,SSF,2003,L,Lesotho,1993030,1445.85489330316
LTU,ECS,2003,UM,Lithuania,3415213,9434.75357144635
LUX,ECS,2003,H,Luxembourg,451630,32138.0963819941
LVA,ECS,2003,UM,Latvia,2287955,8150.93705951385
MAC,EAS,2003,H,Macao SAR China,462533,16997.7834878809
MAR,MEA,2003,LM,Morocco,29661270,3023.36373914536
MDA,ECS,2003,L,Moldova,2903198,4429.96125617336
MDG,SSF,2003,L,Madagascar,17724310,1274.56714698626
MEX,LCN,2003,UM,Mexico,102429341,11422.5083221027
MKD,ECS,2003,LM,North Macedonia,2026773,6045.10006300656
MLI,SSF,2003,L,Mali,12342165,1216.26433133895
MRT,SSF,2003,L,Mauritania,2883326,2238.45297756827
MUS,SSF,2003,UM,Mauritius,1213370,8934.38302990844
MYS,EAS,2003,UM,Malaysia,24739411,6790.7841459928
NAM,SSF,2003,LM,Namibia,1915425,3809.28383831265
NER,SSF,2003,L,Niger,12900790,755.89478442793
NIC,LCN,2003,L,Nicaragua,5323062,2887.93894886064
NLD,ECS,2003,H,Netherlands,16225302,22064.3042576342
NOR,ECS,2003,H,Norway,4564855,20467.7325417784
NPL,SAS,2003,L,Nepal,25682908,1998.40721346664
NZL,EAS,2003,H,New Zealand,4027200,16464.3090276122
OMN,MEA,2003,UM,Oman,2431600,9067.35713850962
PAK,SAS,2003,L,Pakistan,166876680,2768.51145408693
PER,LCN,2003,LM,Peru,27623341,3945.93832802484
PHL,EAS,2003,LM,Philippines,82942837,3653.11835185961
POL,ECS,2003,UM,Poland,38204570,10129.6782034191
PRI,LCN,2003,H,Puerto Rico,3826095,15642.9082218293
PRT,ECS,2003,H,Portugal,10458821,16732.2875111831
PRY,LCN,2003,LM,Paraguay,5353254,5652.36334293123
PSE,MEA,2003,LM,West Bank and Gaza,3154969,3878.74325516352
ROU,ECS,2003,LM,Romania,21574326,6396.49183015034
RUS,ECS,2003,LM,Russian Federation,144648618,6533.07313312872
RWA,SSF,2003,L,Rwanda,8567992,922.335113291422
SAU,MEA,2003,UM,Saudi Arabia,23150847,10280.4014038882
SDN,SSF,2003,L,Sudan,28188977,3116.31649396145
SEN,SSF,2003,L,Senegal,10434504,2108.67670614722
SGP,EAS,2003,H,Singapore,4114826,21976.6317210011
SLB,EAS,2003,L,Solomon Islands,461216,1133.81528633005
SLE,SSF,2003,L,Sierra Leone,5350907,1078.43298005366
SLV,LCN,2003,LM,El Salvador,6026849,5230.72112707652
SRB,ECS,2003,..,Serbia,7480591,6600.15095344739
SVK,ECS,2003,UM,Slovak Republic,5373374,9300.22881172984
SVN,ECS,2003,H,Slovenia,1995733,13940.7831663855
SWE,ECS,2003,H,Sweden,8958229,17637.4147166812
SWZ,SSF,2003,LM,Eswatini,1058797,3873.54049454239
SYC,SSF,2003,UM,Seychelles,82781,3506.20228917264
TCD,SSF,2003,L,Chad,9196366,1073.01497450188
TGO,SSF,2003,L,Togo,5421001,1320.59350551679
THA,EAS,2003,LM,Thailand,64776956,5835.40850545679
TJK,ECS,2003,L,Tajikistan,6672492,1772.06987809052
TLS,EAS,2003,L,Timor-Leste,926721,2011.36645333385
TUN,MEA,2003,LM,Tunisia,10193798,4203.18150653956
TUR,ECS,2003,LM,Turkiye,66867327,7956.05303618612
TZA,SSF,2003,L,Tanzania,37333918,1249.65479920966
UGA,SSF,2003,L,Uganda,26354736,1090.79631277657
UKR,ECS,2003,LM,Ukraine,47812949,3116.31060447662
USA,NAC,2003,H,United States,290107933,34090.7602826566
VNM,EAS,2003,L,Viet Nam,81475825,2319.70648962438
VUT,EAS,2003,LM,Vanuatu,207258,1641.95489534783
ZAF,SSF,2003,LM,South Africa,48104048,6485.94064266691
AGO,SSF,2004,LM,Angola,18771125,2340.51480734373
ALB,ECS,2004,LM,Albania,3026939,4731.59269083388
ARE,MEA,2004,H,United Arab Emirates,3993339,57095.0775779367
ARG,LCN,2004,UM,Argentina,38668796,9852.90568653857
ARM,ECS,2004,LM,Armenia,3065745,5214.05511319435
AUS,EAS,2004,H,Australia,19932722,21020.7115716559
AUT,ECS,2004,H,Austria,8171966,24596.2844191961
BDI,SSF,2004,L,Burundi,7120496,570.512037644569
BEL,ECS,2004,H,Belgium,10421137,21014.9813787114
BEN,SSF,2004,L,Benin,7894554,2016.57678989845
BFA,SSF,2004,L,Burkina Faso,13445977,1139.62143464919
BGD,SAS,2004,L,Bangladesh,138789725,1981.4146904607
BGR,ECS,2004,LM,Bulgaria,7716860,7304.53586251403
BHR,MEA,2004,H,Bahrain,833451,15598.0808505839
BHS,LCN,2004,H,Bahamas The,343089,20770.3112515994
BIH,ECS,2004,LM,Bosnia and Herzegovina,4142860,5899.50538903077
BLR,ECS,2004,LM,Belarus,9730146,3982.91953337596
BLZ,LCN,2004,UM,Belize,272128,5242.96730215193
BOL,LCN,2004,LM,Bolivia,9216279,4084.98480189239
BRA,LCN,2004,LM,Brazil,184722043,6550.38229519798
BRN,EAS,2004,H,Brunei Darussalam,360461,9385.65842906722
BTN,SAS,2004,L,Bhutan,649991,2334.11483851315
BWA,SSF,2004,UM,Botswana,1859085,3121.72699096599
CAN,NAC,2004,H,Canada,31940655,20851.169144778
CHE,ECS,2004,H,Switzerland,7389625,28959.5209499805
CHL,LCN,2004,UM,Chile,16017966,7741.30747936411
CHN,EAS,2004,LM,China,1296075000,1658.85461875277
CMR,SSF,2004,L,Cameroon,16809407,2192.40574370054
COD,SSF,2004,L,Congo Dem. Rep.,54815607,631.702511020265
COG,SSF,2004,L,Congo Rep.,3543012,1530.86905096568
COL,LCN,2004,LM,Colombia,41648268,6026.66118072425
COM,SSF,2004,L,Comoros,581154,2390.7243450101
CRI,LCN,2004,UM,Costa Rica,4252800,7773.74515918924
CYP,ECS,2004,H,Cyprus,1018684,15013.8052722925
CZE,ECS,2004,UM,Czechia,10197101,12846.7885137158
DEU,ECS,2004,H,Germany,82516260,22662.2001530365
DNK,ECS,2004,H,Denmark,5404523,20353.3225781443
DOM,LCN,2004,LM,Dominican Republic,9043127,5745.43054122761
DZA,MEA,2004,LM,Algeria,32510186,3568.11246788929
ECU,LCN,2004,LM,Ecuador,13534593,5389.39344892011
EGY,MEA,2004,LM,Egypt Arab Rep.,77522427,6294.95255611644
ESP,ECS,2004,H,Spain,42921895,20385.8660014894
EST,ECS,2004,UM,Estonia,1362550,10248.3604682397
FIN,ECS,2004,H,Finland,5228172,20083.5014609313
FRA,ECS,2004,H,France,62716306,19931.0208098034
GAB,SSF,2004,UM,Gabon,1417110,4091.90225176592
GBR,ECS,2004,H,United Kingdom,59987905,23171.3376221423
GMB,SSF,2004,L,Gambia The,1612225,1897.51537843663
GNB,SSF,2004,L,Guinea-Bissau,1347009,1269.46973257046
GRC,ECS,2004,H,Greece,10955141,19625.4890740338
GTM,LCN,2004,LM,Guatemala,12682108,4937.08693467994
HKG,EAS,2004,H,Hong Kong SAR China,6783500,23734.0605881919
HND,LCN,2004,LM,Honduras,7383407,3072.71895386507
HRV,ECS,2004,UM,Croatia,4304600,12259.8933447939
HTI,LCN,2004,L,Haiti,8961489,2397.35740288249
HUN,ECS,2004,UM,Hungary,10107146,11575.9681318544
IDN,EAS,2004,LM,Indonesia,225938595,3651.43458557844
IND,SAS,2004,L,India,1136264583,1997.77413989854
IRL,ECS,2004,H,Ireland,4070262,18239.8752303906
IRN,MEA,2004,LM,Iran Islamic Rep.,69061674,5907.76296560665
ISL,ECS,2004,H,Iceland,292074,21941.8333812664
ISR,MEA,2004,H,Israel,6809000,14193.0778372742
ITA,ECS,2004,H,Italy,57685327,23056.1230934861
JPN,EAS,2004,H,Japan,127761000,19019.8886984291
KAZ,ECS,2004,LM,Kazakhstan,15012984,6335.84749101178
KEN,SSF,2004,L,Kenya,34791836,2436.03424478662
KHM,EAS,2004,L,Cambodia,13016371,1446.1744903399
KOR,EAS,2004,H,Korea Rep.,48082519,12728.1185081006
LBN,MEA,2004,UM,Lebanon,4574797,12024.9250873864
LKA,SAS,2004,LM,Sri Lanka,19490431,4271.10602084685
LSO,SSF,2004,L,Lesotho,1985384,1543.22576388245
LTU,ECS,2004,UM,Lithuania,3377075,10578.1288721749
LUX,ECS,2004,H,Luxembourg,458095,32060.7311889455
LVA,ECS,2004,UM,Latvia,2263122,9083.15333243192
MAC,EAS,2004,H,Macao SAR China,475529,17839.9139148191
MAR,MEA,2004,LM,Morocco,30033125,3119.08046132395
MDA,ECS,2004,L,Moldova,2896023,4718.38166789421
MDG,SSF,2004,L,Madagascar,18250774,1302.9295461661
MEX,LCN,2004,UM,Mexico,103945813,11544.4765437546
MKD,ECS,2004,LM,North Macedonia,2032544,6479.53242045437
MLI,SSF,2004,L,Mali,12751995,1230.08658425603
MRT,SSF,2004,L,Mauritania,2946575,2223.94659222996
MUS,SSF,2004,UM,Mauritius,1221003,9618.21897325396
MYS,EAS,2004,UM,Malaysia,25333247,7263.18264689876
NAM,SSF,2004,LM,Namibia,1939406,3833.72312708118
NER,SSF,2004,L,Niger,13366885,755.828073631216
NIC,LCN,2004,L,Nicaragua,5386223,2909.1858363458
NLD,ECS,2004,H,Netherlands,16281779,22172.0243224036
NOR,ECS,2004,H,Norway,4591910,21455.9288855836
NPL,SAS,2004,L,Nepal,26003965,1992.84090237777
NZL,EAS,2004,H,New Zealand,4087500,17088.2891461774
OMN,MEA,2004,UM,Oman,2468855,9482.06330748464
PAK,SAS,2004,L,Pakistan,170648620,2929.99732432644
PER,LCN,2004,LM,Peru,27893911,4051.06333063155
PHL,EAS,2004,LM,Philippines,84607501,3793.98984967066
POL,ECS,2004,UM,Poland,38182222,10554.6502767702
PRI,LCN,2004,H,Puerto Rico,3826878,16969.1186936192
PRT,ECS,2004,H,Portugal,10483861,17073.8623871492
PRY,LCN,2004,LM,Paraguay,5416324,5849.45824732789
PSE,MEA,2004,LM,West Bank and Gaza,3236626,4175.48054208302
ROU,ECS,2004,LM,Romania,21451748,7458.5996441875
RUS,ECS,2004,UM,Russian Federation,144067316,7357.671604016
RWA,SSF,2004,L,Rwanda,8791853,959.44568158726
SAU,MEA,2004,H,Saudi Arabia,23661808,10734.5981338366
SDN,SSF,2004,L,Sudan,28831550,3460.17931495185
SEN,SSF,2004,L,Senegal,10698691,2105.80321274818
SGP,EAS,2004,H,Singapore,4166664,22843.7514068809
SLB,EAS,2004,L,Solomon Islands,471785,1172.13428129339
SLE,SSF,2004,L,Sierra Leone,5533329,1084.45122312445
SLV,LCN,2004,LM,El Salvador,6035655,5305.69525594157
SRB,ECS,2004,..,Serbia,7463157,7455.25431663839
SVK,ECS,2004,UM,Slovak Republic,5372280,9978.31342577081
SVN,ECS,2004,H,Slovenia,1997012,14285.1813925004
SWE,ECS,2004,H,Sweden,8993531,18124.1383389905
SWZ,SSF,2004,LM,Eswatini,1065764,3870.03587191911
SYC,SSF,2004,UM,Seychelles,82475,3831.36139678691
TGO,SSF,2004,L,Togo,5565218,1266.49804194553
THA,EAS,2004,LM,Thailand,65311166,6216.39491170622
TJK,ECS,2004,L,Tajikistan,6801204,1850.67287747875
TLS,EAS,2004,L,Timor-Leste,945989,2012.02867686622
TUN,MEA,2004,LM,Tunisia,10292225,4378.54974886383
TUR,ECS,2004,UM,Turkiye,67785075,8600.71335762334
TZA,SSF,2004,L,Tanzania,38360879,1289.64427123789
UGA,SSF,2004,L,Uganda,27146084,1084.95017712315
UKR,ECS,2004,LM,Ukraine,47451626,3519.37360376228
USA,NAC,2004,H,United States,292805298,35176.9591272901
VNM,EAS,2004,L,Viet Nam,82311227,2454.10021648687
VUT,EAS,2004,LM,Vanuatu,212422,1638.21915809097
ZAF,SSF,2004,UM,South Africa,48556071,6837.45602068998
AGO,SSF,2005,LM,Angola,19450959,2363.94609057579
ALB,ECS,2005,LM,Albania,3011487,5059.95019404035
ARE,MEA,2005,H,United Arab Emirates,4280993,54660.215515419
ARG,LCN,2005,UM,Argentina,39070501,10493.8505907564
ARM,ECS,2005,LM,Armenia,3047246,5722.5101491642
AUS,EAS,2005,H,Australia,20176844,21708.0530532922
AUT,ECS,2005,H,Austria,8227829,24915.4424575426
BDI,SSF,2005,L,Burundi,7388874,619.47159540141
BEL,ECS,2005,H,Belgium,10478617,21281.434372494
BEN,SSF,2005,L,Benin,8149419,1994.13604442231
BFA,SSF,2005,L,Burkina Faso,13876127,1164.6395315494
BGD,SAS,2005,L,Bangladesh,140912590,2079.3032049159
BGR,ECS,2005,LM,Bulgaria,7658972,7898.09690282195
BHR,MEA,2005,H,Bahrain,901921,14808.8220675647
BHS,LCN,2005,H,Bahamas The,347804,22149.8598981035
BIH,ECS,2005,LM,Bosnia and Herzegovina,4094297,6258.4666681484
BLR,ECS,2005,LM,Belarus,9663915,4597.39000311985
BLZ,LCN,2005,UM,Belize,280375,5029.2662790905
BOL,LCN,2005,LM,Bolivia,9377388,4148.46984778704
BRA,LCN,2005,LM,Brazil,186797334,6745.27828111294
BRN,EAS,2005,H,Brunei Darussalam,366717,9173.39496396404
BTN,SAS,2005,L,Bhutan,663323,2798.62394941831
BWA,SSF,2005,UM,Botswana,1892807,3396.49876717489
CAN,NAC,2005,H,Canada,32243753,21461.5215542682
CHE,ECS,2005,H,Switzerland,7437115,29177.9809778389
CHL,LCN,2005,UM,Chile,16175311,8284.2302073821
CHN,EAS,2005,LM,China,1303720000,1825.54536250115
CMR,SSF,2005,LM,Cameroon,17275171,2249.05130374686
COD,SSF,2005,L,Congo Dem. Rep.,56550247,655.219366062185
COG,SSF,2005,LM,Congo Rep.,3672839,1714.05381286792
COL,LCN,2005,LM,Colombia,42220940,6205.45160766198
COM,SSF,2005,L,Comoros,592683,2410.73434534144
CRI,LCN,2005,UM,Costa Rica,4315887,8029.00850508829
CYP,ECS,2005,H,Cyprus,1037062,15324.3659655835
CZE,ECS,2005,UM,Czechia,10211216,13318.6879995487
DEU,ECS,2005,H,Germany,82469422,22796.32807418
DNK,ECS,2005,H,Denmark,5419432,21035.4147814753
DOM,LCN,2005,LM,Dominican Republic,9164768,6383.52409619098
DZA,MEA,2005,LM,Algeria,32956690,3671.48521286573
ECU,LCN,2005,LM,Ecuador,13770012,5531.8003596511
EGY,MEA,2005,LM,Egypt Arab Rep.,79075310,6474.84025038915
ESP,ECS,2005,H,Spain,43653155,20869.0528783086
EST,ECS,2005,UM,Estonia,1354775,11309.9275119485
FIN,ECS,2005,H,Finland,5246096,20586.7372613845
FRA,ECS,2005,H,France,63188395,20256.8841952704
GAB,SSF,2005,UM,Gabon,1458353,4175.45673784056
GBR,ECS,2005,H,United Kingdom,60401206,23675.0239722035
GMB,SSF,2005,L,Gambia The,1660368,1854.83042674877
GNB,SSF,2005,L,Guinea-Bissau,1379713,1194.23862788855
GNQ,SSF,2005,UM,Equatorial Guinea,864726,3836.75640607545
GRC,ECS,2005,H,Greece,10987314,20205.1201958914
GTM,LCN,2005,LM,Guatemala,12948292,5042.49670149546
HKG,EAS,2005,H,Hong Kong SAR China,6813200,24364.4689719955
HND,LCN,2005,LM,Honduras,7564613,3183.23562421501
HRV,ECS,2005,UM,Croatia,4310145,12805.2609719627
HTI,LCN,2005,L,Haiti,9111900,2419.78983757504
HUN,ECS,2005,UM,Hungary,10087065,11896.4237863045
IDN,EAS,2005,LM,Indonesia,228805144,3745.5451613448
IND,SAS,2005,L,India,1154638713,2113.21513173619
IRL,ECS,2005,H,Ireland,4159914,19100.2507943674
IRN,MEA,2005,LM,Iran Islamic Rep.,70182594,6226.61510630399
ISL,ECS,2005,H,Iceland,296734,24116.4213032548
ISR,MEA,2005,H,Israel,6930100,14423.2705689673
ITA,ECS,2005,H,Italy,57969484,23288.1148295196
JPN,EAS,2005,H,Japan,127773000,19331.1575998059
KAZ,ECS,2005,LM,Kazakhstan,15147029,6932.05248369169
KEN,SSF,2005,L,Kenya,35843010,2517.49695343667
KHM,EAS,2005,L,Cambodia,13246583,1596.17692894839
KOR,EAS,2005,H,Korea Rep.,48184561,13282.2627563215
LBN,MEA,2005,UM,Lebanon,4643044,11467.9310592361
LKA,SAS,2005,LM,Sri Lanka,19673866,4301.14522905666
LSO,SSF,2005,LM,Lesotho,1977424,1669.10281052521
LTU,ECS,2005,UM,Lithuania,3322528,11994.6704331762
LUX,ECS,2005,H,Luxembourg,465158,31416.772051647
LVA,ECS,2005,UM,Latvia,2238799,10134.0658388716
MAC,EAS,2005,H,Macao SAR China,488619,18414.6149228745
MAR,MEA,2005,LM,Morocco,30431902,3180.57431195066
MDA,ECS,2005,LM,Moldova,2888985,5375.30068103503
MDG,SSF,2005,L,Madagascar,18792171,1264.03212742157
MEX,LCN,2005,UM,Mexico,105442402,11665.1363841275
MKD,ECS,2005,LM,North Macedonia,2036855,6929.68172108471
MLI,SSF,2005,L,Mali,13180551,1270.62855998964
MRT,SSF,2005,L,Mauritania,3012360,2285.06630947164
MUS,SSF,2005,UM,Mauritius,1228254,10251.9511778508
MYS,EAS,2005,UM,Malaysia,25923536,7753.57188926696
NAM,SSF,2005,LM,Namibia,1962865,3817.78238034709
NER,SSF,2005,L,Niger,13855221,738.331910692727
NIC,LCN,2005,LM,Nicaragua,5454678,2970.22819275492
NLD,ECS,2005,H,Netherlands,16319868,22304.1019694522
NOR,ECS,2005,H,Norway,4623291,22278.5024779967
NPL,SAS,2005,L,Nepal,26285110,2064.05142618768
NZL,EAS,2005,H,New Zealand,4133900,17675.5780780861
OMN,MEA,2005,UM,Oman,2515192,9566.61479282695
PAK,SAS,2005,L,Pakistan,174372098,3217.25784362588
PER,LCN,2005,LM,Peru,28147267,4156.70906877034
PHL,EAS,2005,LM,Philippines,86261250,3895.14411163761
POL,ECS,2005,UM,Poland,38165445,10768.9036509335
PRI,LCN,2005,H,Puerto Rico,3821362,17455.87310964
PRT,ECS,2005,H,Portugal,10503330,17327.8379333031
PRY,LCN,2005,LM,Paraguay,5476878,5837.760670769
PSE,MEA,2005,LM,West Bank and Gaza,3320396,4555.71259060666
ROU,ECS,2005,UM,Romania,21319685,8349.09146171719
RUS,ECS,2005,UM,Russian Federation,143518814,8221.91855626678
RWA,SSF,2005,L,Rwanda,9026299,1015.93366782997
SAU,MEA,2005,H,Saudi Arabia,24397644,11476.5179785392
SDN,SSF,2005,L,Sudan,29540577,3588.28468380966
SEN,SSF,2005,L,Senegal,10974057,2123.32660801744
SGP,EAS,2005,H,Singapore,4265762,23226.9934300132
SLB,EAS,2005,L,Solomon Islands,482486,1248.76955642236
SLE,SSF,2005,L,Sierra Leone,5683334,1071.87980118712
SLV,LCN,2005,LM,El Salvador,6037817,5518.29936962316
SRB,ECS,2005,..,Serbia,7440769,7654.39363834571
SVK,ECS,2005,UM,Slovak Republic,5372807,10427.6989357704
SVN,ECS,2005,H,Slovenia,2000474,14555.1022392693
SWE,ECS,2005,H,Sweden,9029572,18605.5330197267
SWZ,SSF,2005,LM,Eswatini,1071886,4269.86141156802
SYC,SSF,2005,UM,Seychelles,82858,4604.63215018465
TCD,SSF,2005,L,Chad,10005012,1187.37377156569
TGO,SSF,2005,L,Togo,5711597,1182.21893964157
THA,EAS,2005,LM,Thailand,65821360,6426.48526253484
TJK,ECS,2005,L,Tajikistan,6929145,1926.57037325673
TLS,EAS,2005,L,Timor-Leste,969313,1933.2978759183
TUN,MEA,2005,LM,Tunisia,10388344,4546.796277347
TUR,ECS,2005,UM,Turkiye,68704715,9009.57088607383
TZA,SSF,2005,L,Tanzania,39439505,1361.63095804575
UGA,SSF,2005,L,Uganda,27946588,1111.58749146765
UKR,ECS,2005,LM,Ukraine,47105171,4224.58927067689
USA,NAC,2005,H,United States,295516599,35869.3895228538
VNM,EAS,2005,L,Viet Nam,83142095,2609.98956064314
VUT,EAS,2005,LM,Vanuatu,217632,1639.87956045067
ZAF,SSF,2005,UM,South Africa,49017147,7181.16050287464
AGO,SSF,2006,LM,Angola,20162340,2615.04847656572
ALB,ECS,2006,LM,Albania,2992547,5444.55670169925
ARE,MEA,2006,H,United Arab Emirates,4898954,54909.6807195985
ARG,LCN,2006,UM,Argentina,39476851,11525.742010172
ARM,ECS,2006,LM,Armenia,3026486,6239.52474982537
AUS,EAS,2006,H,Australia,20450966,22150.5429132296
AUT,ECS,2006,H,Austria,8268641,25397.1601862991
BDI,SSF,2006,L,Burundi,7658190,660.013119549136
BEL,ECS,2006,H,Belgium,10547958,21520.7531163852
BEN,SSF,2006,L,Benin,8402631,2018.43536220977
BFA,SSF,2006,L,Burkina Faso,14316242,1177.02922617542
BGD,SAS,2006,L,Bangladesh,142628831,2201.51842932794
BGR,ECS,2006,UM,Bulgaria,7601022,8637.39309161321
BHR,MEA,2006,H,Bahrain,970981,13917.9475983567
BHS,LCN,2006,H,Bahamas The,352664,22487.823486378
BIH,ECS,2006,LM,Bosnia and Herzegovina,4058086,6548.11259347387
BLR,ECS,2006,LM,Belarus,9604924,5213.28145594905
BLZ,LCN,2006,UM,Belize,288729,4777.97167586214
BOL,LCN,2006,LM,Bolivia,9542663,4242.58822060467
BRA,LCN,2006,UM,Brazil,188820682,7043.71992470613
BRN,EAS,2006,H,Brunei Darussalam,372808,9360.08969496363
BTN,SAS,2006,LM,Bhutan,673260,1765.83842052105
BWA,SSF,2006,UM,Botswana,1928704,3908.2103531698
CAN,NAC,2006,H,Canada,32571174,22136.1379236745
CHE,ECS,2006,H,Switzerland,7483934,29396.3041363005
CHL,LCN,2006,UM,Chile,16334575,8815.65636081747
CHN,EAS,2006,LM,China,1311020000,2006.07160836601
CMR,SSF,2006,LM,Cameroon,17751333,2245.66041220679
COD,SSF,2006,L,Congo Dem. Rep.,58381630,635.3585931054
COG,SSF,2006,LM,Congo Rep.,3813323,1759.5250774718
COL,LCN,2006,LM,Colombia,42772910,6522.82016818589
COM,SSF,2006,L,Comoros,604658,2425.53684562182
CRI,LCN,2006,UM,Costa Rica,4378172,8323.09393829206
CYP,ECS,2006,H,Cyprus,1055438,15647.1988293012
CZE,ECS,2006,H,Czechia,10238905,13771.0038329294
DEU,ECS,2006,H,Germany,82376451,23064.8441021087
DNK,ECS,2006,H,Denmark,5437272,21518.143657334
DOM,LCN,2006,LM,Dominican Republic,9284168,6873.13713323585
DZA,MEA,2006,LM,Algeria,33435080,3738.58833297243
ECU,LCN,2006,LM,Ecuador,14009061,5674.0467177636
EGY,MEA,2006,LM,Egypt Arab Rep.,80629670,6759.29840714963
ESP,ECS,2006,H,Spain,44397319,21330.1168027736
EST,ECS,2006,H,Estonia,1346810,12841.5546951686
FIN,ECS,2006,H,Finland,5266268,21267.4326486992
FRA,ECS,2006,H,France,63628261,20431.1728714384
GAB,SSF,2006,UM,Gabon,1502534,4303.10317836402
GBR,ECS,2006,H,United Kingdom,60846820,23665.9861599998
GHA,SSF,2006,L,Ghana,23098586,2473.65312023862
GIN,SSF,2006,L,Guinea,9330625,1662.40190062295
GMB,SSF,2006,L,Gambia The,1711294,1733.31942670283
GNB,SSF,2006,L,Guinea-Bissau,1414091,1233.00524506556
GNQ,SSF,2006,UM,Equatorial Guinea,905418,6152.73021079766
GRC,ECS,2006,H,Greece,11020362,20779.7166735539
GTM,LCN,2006,LM,Guatemala,13213330,5172.76378672144
HKG,EAS,2006,H,Hong Kong SAR China,6857100,25812.6613291333
HND,LCN,2006,LM,Honduras,7745200,3379.18959859009
HRV,ECS,2006,UM,Croatia,4311159,12969.0475278226
HTI,LCN,2006,L,Haiti,9266288,2410.78004147939
HUN,ECS,2006,UM,Hungary,10071370,12113.5456248753
IDN,EAS,2006,LM,Indonesia,231797427,3813.67477387918
IND,SAS,2006,L,India,1172373788,2183.60392069769
IRL,ECS,2006,H,Ireland,4273591,19779.7141406372
IRN,MEA,2006,LM,Iran Islamic Rep.,71275760,6608.13718436675
ISL,ECS,2006,H,Iceland,303782,24463.7479047475
ISR,MEA,2006,H,Israel,7053700,14885.8046131817
ITA,ECS,2006,H,Italy,58143979,23562.1989337881
JPN,EAS,2006,H,Japan,127854000,19475.3390586137
KAZ,ECS,2006,UM,Kazakhstan,15308085,7773.66992670866
KEN,SSF,2006,L,Kenya,36925253,2686.24681875572
KHM,EAS,2006,L,Cambodia,13477779,1674.73354541575
KOR,EAS,2006,H,Korea Rep.,48438292,13873.3215448637
LBN,MEA,2006,UM,Lebanon,4719864,11642.2833505372
LKA,SAS,2006,LM,Sri Lanka,19870706,4537.46712104744
LSO,SSF,2006,LM,Lesotho,1976780,1827.43925879461
LTU,ECS,2006,UM,Lithuania,3269909,13299.9010868498
LUX,ECS,2006,H,Luxembourg,472637,32194.0435048462
LVA,ECS,2006,UM,Latvia,2218357,12112.6290935138
MAC,EAS,2006,H,Macao SAR China,501863,19282.4813644361
MAR,MEA,2006,LM,Morocco,30833022,3340.5742713121
MDA,ECS,2006,LM,Moldova,2880967,5811.77313797763
MDG,SSF,2006,L,Madagascar,19350299,1250.5549377299
MEX,LCN,2006,UM,Mexico,106886790,11975.2871238813
MKD,ECS,2006,LM,North Macedonia,2040228,7175.67190921799
MLI,SSF,2006,L,Mali,13623541,1285.47081606757
MNE,ECS,2006,UM,Montenegro,615025,9984.46773870981
MRT,SSF,2006,L,Mauritania,3081229,2340.13391020271
MUS,SSF,2006,UM,Mauritius,1233996,10809.6729803014
MYS,EAS,2006,UM,Malaysia,26509413,8072.60424815895
NAM,SSF,2006,LM,Namibia,1986558,4100.32931130126
NER,SSF,2006,L,Niger,14365168,740.339803474627
NIC,LCN,2006,LM,Nicaragua,5529811,3013.43693355885
NLD,ECS,2006,H,Netherlands,16346101,22268.3072862452
NOR,ECS,2006,H,Norway,4660677,23172.5991738968
NPL,SAS,2006,L,Nepal,26518971,2156.3752751945
NZL,EAS,2006,H,New Zealand,4184600,17962.8943478469
OMN,MEA,2006,UM,Oman,2560649,9862.1551313749
PAK,SAS,2006,L,Pakistan,178069984,3200.98866297422
PER,LCN,2006,LM,Peru,28381078,4404.34292171707
PHL,EAS,2006,LM,Philippines,87901835,3981.71437490469
POL,ECS,2006,UM,Poland,38141267,11273.8782379725
PRI,LCN,2006,H,Puerto Rico,3805214,17708.7204919355
PRT,ECS,2006,H,Portugal,10522288,17581.7274722
PRY,LCN,2006,LM,Paraguay,5534675,6007.7804729275
PSE,MEA,2006,LM,West Bank and Gaza,3406334,4199.33728959051
ROU,ECS,2006,UM,Romania,21193760,9248.00507319135
RUS,ECS,2006,UM,Russian Federation,143049637,9227.56623283148
RWA,SSF,2006,L,Rwanda,9270066,1090.21371832736
SAU,MEA,2006,H,Saudi Arabia,25382870,12252.3575939206
SDN,SSF,2006,L,Sudan,30332968,3758.28702288546
SEN,SSF,2006,L,Senegal,11263387,2169.96224830062
SGP,EAS,2006,H,Singapore,4401365,23401.8310228759
SLB,EAS,2006,L,Solomon Islands,493430,1270.92199237987
SLE,SSF,2006,L,Sierra Leone,5809774,1058.97068095936
SLV,LCN,2006,LM,El Salvador,6034436,5765.5555959165
SRB,ECS,2006,UM,Serbia,7411569,8494.2043615866
SVK,ECS,2006,UM,Slovak Republic,5373054,11085.9208416666
SVN,ECS,2006,H,Slovenia,2006868,14695.9522574479
SWE,ECS,2006,H,Sweden,9080505,19051.8038369011
SWZ,SSF,2006,LM,Eswatini,1077735,4435.3440020042
SYC,SSF,2006,UM,Seychelles,84600,5413.56370212766
TGO,SSF,2006,L,Togo,5874240,1201.44019651904
THA,EAS,2006,LM,Thailand,66319525,6544.07582080843
TJK,ECS,2006,L,Tajikistan,7057417,1999.62212265479
TLS,EAS,2006,L,Timor-Leste,994564,1662.70606919213
TUN,MEA,2006,LM,Tunisia,10483558,4706.5580766568
TUR,ECS,2006,UM,Turkiye,69601333,9223.96127097163
TZA,SSF,2006,L,Tanzania,40562052,1448.34491511919
